bench,bpred,size,frmt,metric,value
gcc,tscl,512KB,1,reverse_dir_hits,1962362
gcc,tscl,512KB,1,reverse_misses,98095
gcc,tscl,512KB,1,reverse_jr_hits,138533
gcc,tscl,512KB,1,reverse_jr_seen,174461
gcc,tscl,512KB,1,reverse_jr_non_ras_hits.PP,17148
gcc,tscl,512KB,1,reverse_jr_non_ras_seen.PP,53076
gcc,tscl,512KB,1,reverse_bpred_addr_rate,0.9233
gcc,tscl,512KB,1,reverse_bpred_dir_rate,0.9524
gcc,tscl,512KB,1,reverse_bpred_jr_rate,0.7941
gcc,tscl,512KB,1,reverse_bpred_jr_non_ras_rate.PP,0.3231
gcc,tscl,512KB,1,reverse_retstack_pushes,121385
gcc,tscl,512KB,1,reverse_retstack_pops,121396
gcc,tscl,512KB,1,reverse_used_ras.PP,121385
gcc,tscl,512KB,1,reverse_ras_hits.PP,121385
gcc,tscl,512KB,1,reverse_ras_rate.PP,1.0000
gcc,tscl,512KB,0,lookups,2409444
gcc,tscl,512KB,0,updates,2060457
gcc,tscl,512KB,0,addr_hits,1859801
gcc,tscl,512KB,0,dir_hits,1922249
gcc,tscl,512KB,0,misses,138208
gcc,tscl,512KB,0,jr_hits,134596
gcc,tscl,512KB,0,jr_seen,174461
gcc,tscl,512KB,0,jr_non_ras_hits.PP,17126
gcc,tscl,512KB,0,jr_non_ras_seen.PP,53076
gcc,tscl,512KB,0,bpred_addr_rate,0.9026
gcc,tscl,512KB,0,bpred_dir_rate,0.9329
gcc,tscl,512KB,0,bpred_jr_rate,0.7715
gcc,tscl,512KB,0,bpred_jr_non_ras_rate.PP,0.3227
gcc,tscl,512KB,0,retstack_pushes,147985
gcc,tscl,512KB,0,retstack_pops,133909
gcc,tscl,512KB,0,used_ras.PP,121385
gcc,tscl,512KB,0,ras_hits.PP,117470
gcc,tscl,512KB,0,ras_rate.PP,0.9677
gcc,tscl,512KB,0,reverse_lookups,2060457
gcc,tscl,512KB,0,reverse_updates,2060457
gcc,tscl,512KB,0,reverse_addr_hits,1885825
gcc,tscl,512KB,0,reverse_dir_hits,1945949
gcc,tscl,512KB,0,reverse_misses,114508
gcc,tscl,512KB,0,reverse_jr_hits,138533
gcc,tscl,512KB,0,reverse_jr_seen,174461
gcc,tscl,512KB,0,reverse_jr_non_ras_hits.PP,17148
gcc,tscl,512KB,0,reverse_jr_non_ras_seen.PP,53076
gcc,tscl,512KB,0,reverse_bpred_addr_rate,0.9152
gcc,tscl,512KB,0,reverse_bpred_dir_rate,0.9444
gcc,tscl,512KB,0,reverse_bpred_jr_rate,0.7941
gcc,tscl,512KB,0,reverse_bpred_jr_non_ras_rate.PP,0.3231
gcc,tscl,512KB,0,reverse_retstack_pushes,121385
gcc,tscl,512KB,0,reverse_retstack_pops,121396
gcc,tscl,512KB,0,reverse_used_ras.PP,121385
gcc,tscl,512KB,0,reverse_ras_hits.PP,121385
gcc,tscl,512KB,0,reverse_ras_rate.PP,1.0000
gcc,tscl,64KB,1,lookups,2418768
gcc,tscl,64KB,1,updates,2060457
gcc,tscl,64KB,1,addr_hits,1853429
gcc,tscl,64KB,1,dir_hits,1915666
gcc,tscl,64KB,1,misses,144791
gcc,tscl,64KB,1,jr_hits,134492
gcc,tscl,64KB,1,jr_seen,174461
gcc,tscl,64KB,1,jr_non_ras_hits.PP,17126
gcc,tscl,64KB,1,jr_non_ras_seen.PP,53076
gcc,tscl,64KB,1,bpred_addr_rate,0.8995
gcc,tscl,64KB,1,bpred_dir_rate,0.9297
gcc,tscl,64KB,1,bpred_jr_rate,0.7709
gcc,tscl,64KB,1,bpred_jr_non_ras_rate.PP,0.3227
gcc,tscl,64KB,1,retstack_pushes,148880
gcc,tscl,64KB,1,retstack_pops,134552
gcc,tscl,64KB,1,used_ras.PP,121385
gcc,tscl,64KB,1,ras_hits.PP,117366
gcc,tscl,64KB,1,ras_rate.PP,0.9669
gcc,tscl,64KB,1,reverse_lookups,2060457
gcc,tscl,64KB,1,reverse_updates,2060457
gcc,tscl,64KB,1,reverse_addr_hits,1900462
gcc,tscl,64KB,1,reverse_dir_hits,1959686
gcc,tscl,64KB,1,reverse_misses,100771
gcc,tscl,64KB,1,reverse_jr_hits,138533
gcc,tscl,64KB,1,reverse_jr_seen,174461
gcc,tscl,64KB,1,reverse_jr_non_ras_hits.PP,17148
gcc,tscl,64KB,1,reverse_jr_non_ras_seen.PP,53076
gcc,tscl,64KB,1,reverse_bpred_addr_rate,0.9223
gcc,tscl,64KB,1,reverse_bpred_dir_rate,0.9511
gcc,tscl,64KB,1,reverse_bpred_jr_rate,0.7941
gcc,tscl,64KB,1,reverse_bpred_jr_non_ras_rate.PP,0.3231
gcc,tscl,64KB,1,reverse_retstack_pushes,121385
gcc,tscl,64KB,1,reverse_retstack_pops,121396
gcc,tscl,64KB,1,reverse_used_ras.PP,121385
gcc,tscl,64KB,1,reverse_ras_hits.PP,121385
gcc,tscl,64KB,1,reverse_ras_rate.PP,1.0000
gcc,tscl,64KB,0,lookups,2417898
gcc,tscl,64KB,0,updates,2060457
gcc,tscl,64KB,0,addr_hits,1853824
gcc,tscl,64KB,0,dir_hits,1916110
gcc,tscl,64KB,0,misses,144347
gcc,tscl,64KB,0,jr_hits,134520
gcc,tscl,64KB,0,jr_seen,174461
gcc,tscl,64KB,0,jr_non_ras_hits.PP,17126
gcc,tscl,64KB,0,jr_non_ras_seen.PP,53076
gcc,tscl,64KB,0,bpred_addr_rate,0.8997
gcc,tscl,64KB,0,bpred_dir_rate,0.9299
gcc,tscl,64KB,0,bpred_jr_rate,0.7711
gcc,tscl,64KB,0,bpred_jr_non_ras_rate.PP,0.3227
gcc,tscl,64KB,0,retstack_pushes,148580
gcc,tscl,64KB,0,retstack_pops,134344
gcc,tscl,64KB,0,used_ras.PP,121385
gcc,tscl,64KB,0,ras_hits.PP,117394
gcc,tscl,64KB,0,ras_rate.PP,0.9671
gcc,tscl,64KB,0,reverse_lookups,2060457
gcc,tscl,64KB,0,reverse_updates,2060457
gcc,tscl,64KB,0,reverse_addr_hits,1698228
gcc,tscl,64KB,0,reverse_dir_hits,1759256
gcc,tscl,64KB,0,reverse_misses,301201
gcc,tscl,64KB,0,reverse_jr_hits,138533
gcc,tscl,64KB,0,reverse_jr_seen,174461
gcc,tscl,64KB,0,reverse_jr_non_ras_hits.PP,17148
